time,ax,ay,az
16.065,-3.11,2.08,1.95
16.066,-1.87,1.26,2.05
16.149,-1.74,0.43,1.65
16.151,-0.28,-0.25,2.32
16.152,-0.22,-0.39,2.01
16.153,-0.28,0.14,2.19
16.154,0.46,0.24,1.73
16.155,0.81,-0.28,1.18
16.156,1.03,-0.35,0.55
16.157,0.92,-0.17,1.49
16.158,0.37,-0.09,2.50
16.159,0.14,-0.79,2.51
16.175,0.47,-1.40,2.07
16.177,-0.17,-2.23,1.72
16.270,-1.66,-3.34,1.58
16.271,-2.66,-3.93,0.72
16.271,-3.89,-4.65,1.41
16.273,-4.68,-4.59,2.62
16.275,-5.91,-4.07,2.48
16.276,-6.69,-3.33,2.31
16.277,-6.52,-2.75,2.02
16.277,-5.49,-2.62,1.42
16.278,-3.74,-2.51,1.52
16.279,-2.21,-2.37,1.81
16.372,-1.75,-2.18,1.66
16.373,-1.17,-1.42,0.76
16.374,-0.92,-0.99,-1.20
16.375,0.11,1.07,-2.49
16.376,2.50,2.90,-2.47
16.377,4.87,3.61,-3.13
16.378,4.20,1.98,-1.66
16.378,6.04,-1.55,-1.09
16.386,7.44,-3.21,-2.66
16.387,7.34,-5.77,-5.69
16.400,6.69,-7.05,-6.57
16.401,6.58,-5.16,-5.27
16.429,6.19,-2.73,-1.86
16.430,5.53,-2.42,0.65
16.522,5.39,-2.84,1.90
16.523,5.12,-2.08,0.91
16.524,5.22,-1.34,-0.74
16.525,3.62,0.65,-1.38
16.536,0.96,2.11,-0.37
16.537,0.43,3.61,-0.73
16.538,-1.62,4.31,-1.94
16.538,-1.01,6.14,-2.83
16.552,-1.49,7.71,-1.96
16.553,-1.77,7.83,-1.74
16.554,-1.59,7.46,-1.03
16.555,-0.99,7.45,-1.66
16.625,-0.55,7.02,-3.39
16.627,-0.73,7.92,-3.17
16.627,0.66,8.78,-3.21
16.628,0.66,7.73,-1.68
16.629,2.11,6.88,-2.30
16.630,3.91,6.75,-2.43
16.631,4.39,5.70,-2.71
16.631,3.77,5.15,-1.99
16.647,2.70,4.48,-1.52
16.648,1.33,3.69,-0.95
16.754,0.51,2.97,-0.18
16.755,-0.94,2.44,1.02
16.756,-2.27,2.17,2.29
16.756,-3.33,2.00,3.83
16.757,-4.10,1.33,5.37
16.758,-4.87,-1.04,7.25
16.763,-4.14,-4.44,8.67
16.764,-4.15,-8.11,9.31
16.764,-3.18,-10.57,9.77
16.765,-3.29,-11.59,8.83
16.766,-2.58,-10.67,6.87
16.767,-4.88,-8.97,6.18
16.779,-4.66,-5.49,4.08
16.780,-3.85,-1.31,2.96
16.849,-3.41,2.11,2.86
16.851,-3.90,5.04,2.75
16.851,-1.81,6.39,0.89
16.852,3.59,3.61,-3.52
16.854,7.98,-4.96,-2.41
16.858,7.33,-17.75,-3.70
16.859,8.94,-25.43,-13.75
16.860,11.58,-15.40,-7.51
16.896,8.20,-0.38,-1.40
16.897,7.96,8.56,-2.63
16.898,8.70,8.05,-2.37
16.899,3.66,5.36,-6.07
16.971,-1.30,3.77,-10.96
16.973,-2.73,3.03,-11.56
16.974,-1.33,0.70,-7.50
16.975,0.28,-0.85,-3.67
16.977,0.17,-0.81,-2.55
16.978,-0.74,-0.30,-2.58
16.985,-2.19,0.67,-1.76
16.986,-3.35,0.95,0.17
17.060,-4.15,1.84,2.11
17.065,-4.67,2.55,3.39
17.066,-4.96,3.18,4.04
17.067,-5.30,3.83,3.73
17.067,-5.33,3.63,3.40
17.068,-5.11,3.38,3.23
17.069,-4.36,1.90,2.91
17.070,-3.63,0.82,2.25
17.076,-3.54,1.11,1.95
17.077,-2.76,1.87,1.02
17.194,-1.66,1.38,1.57
17.195,-0.71,1.04,2.07
17.196,-0.77,0.19,2.26
17.196,-1.25,0.77,2.05
17.197,-0.68,1.07,1.70
17.198,0.00,0.94,1.41
17.219,0.42,0.54,0.92
17.220,0.34,-0.03,2.04
17.220,-0.03,-0.50,1.59
17.221,-0.38,-1.35,1.48
17.221,-0.42,-1.80,1.46
17.222,-0.67,-2.21,2.09
17.222,-1.33,-2.71,2.47
17.223,-1.90,-3.48,2.09
17.328,-2.64,-4.17,2.02
17.329,-3.85,-4.69,2.45
17.330,-5.05,-4.31,2.18
17.330,-5.22,-3.81,1.53
17.331,-4.38,-3.58,1.49
17.336,-3.35,-3.42,0.98
17.337,-2.83,-3.12,0.11
17.337,-1.62,-2.63,0.66
17.338,-0.43,-2.11,1.52
17.339,0.07,-1.39,1.51
17.369,-0.01,-0.80,0.75
17.370,-0.29,-0.42,-0.69
17.371,0.13,1.12,-3.30
17.371,2.35,2.00,-4.40
17.386,4.99,3.29,-3.25
17.387,4.76,1.08,-0.41
17.470,5.82,-2.09,-0.89
17.471,6.81,-5.58,-3.61
17.472,6.15,-9.15,-5.70
17.473,5.71,-8.33,-5.72
17.474,5.43,-4.49,-4.03
17.474,4.36,-2.23,-0.69
17.475,4.01,-1.27,0.76
17.490,3.86,-1.08,1.09
17.490,3.75,0.17,0.37
17.491,3.89,1.99,-0.46
17.575,2.44,2.94,-1.55
17.576,0.95,4.76,-1.71
17.577,-0.43,5.06,-1.39
17.577,-1.64,5.50,-3.02
17.578,-1.37,6.42,-3.75
17.579,-0.99,7.04,-1.14
17.579,-1.07,7.24,-1.86
17.580,-0.61,7.12,-0.71
17.581,-0.18,6.76,-0.77
17.582,0.30,6.73,-1.60
17.595,0.77,7.46,-2.29
17.596,0.48,8.38,-2.71
17.693,0.62,7.65,-2.07
17.699,1.46,6.61,-1.26
17.700,2.85,5.67,-1.58
17.701,2.93,4.79,-1.78
17.701,3.33,3.78,-1.38
17.715,2.39,2.64,-1.07
17.716,1.46,1.67,-0.82
17.717,0.25,1.18,-0.32
17.717,-0.57,1.28,0.83
17.718,-1.27,1.26,2.40
17.719,-2.05,1.23,4.33
17.719,-2.81,1.09,5.68
17.800,-4.40,-0.42,7.24
17.801,-4.85,-3.24,8.38
17.802,-4.73,-5.78,9.24
17.805,-4.64,-8.54,9.98
17.806,-3.79,-9.71,8.30
17.807,-3.42,-8.64,6.84
17.808,-4.16,-8.91,5.30
17.809,-3.87,-5.59,3.65
17.817,-3.53,-1.72,2.56
17.818,-2.48,1.65,1.59
17.942,-2.15,5.32,2.25
17.943,0.20,5.34,0.71
17.944,3.17,0.93,-6.77
17.944,5.29,-10.99,-3.45
17.945,5.74,-23.58,-6.68
17.947,11.45,-24.32,-17.27
17.950,12.04,-8.46,-5.11
17.951,9.02,5.74,4.54
17.952,8.37,7.84,-0.43
17.953,3.89,6.13,-4.82
17.966,-0.35,4.96,-10.00
17.967,-2.30,2.26,-13.09
17.967,-1.37,0.99,-9.92
17.968,2.40,0.48,-3.44
18.044,2.11,0.95,-1.48
18.046,0.56,1.58,-1.18
18.046,-0.05,1.26,-1.04
18.054,-2.43,1.23,-0.10
18.055,-3.84,1.37,0.57
18.055,-4.63,1.48,1.71
18.063,-4.41,2.32,2.65
18.064,-4.23,4.46,3.73
18.065,-4.51,4.85,3.84
18.066,-4.69,4.55,3.35
18.076,-4.41,4.15,3.00
18.077,-3.63,2.21,1.12
18.154,-3.08,0.44,0.64
18.155,-3.71,0.32,0.76
18.156,-3.06,0.53,0.94
18.156,-2.93,0.06,0.86
18.157,-2.34,-0.55,1.02
18.158,-1.40,-0.71,2.33
18.176,-0.84,0.44,2.73
18.176,0.26,0.81,2.29
18.177,0.59,0.53,1.40
18.178,0.75,0.43,1.78
18.260,0.96,0.20,2.41
18.261,0.13,-0.58,2.41
18.261,-0.45,-0.97,2.14
18.262,0.19,-1.22,1.45
18.264,0.12,-1.82,1.33
18.265,-1.65,-3.73,1.91
18.266,-2.46,-4.13,1.45
18.266,-4.48,-4.95,2.13
18.276,-5.38,-4.83,3.39
18.277,-6.14,-4.21,3.33
18.295,-5.47,-3.44,2.65
18.296,-4.79,-3.10,1.87
18.364,-4.92,-2.75,1.10
18.365,-3.88,-2.21,1.10
18.366,-3.11,-2.18,1.54
18.367,-1.79,-2.35,0.20
18.367,-0.82,-2.10,-1.84
18.368,0.77,-1.51,-3.55
18.480,2.20,-0.98,-4.48
18.482,3.50,0.25,-4.73
18.483,5.29,-0.55,-2.53
18.483,6.87,-0.67,0.79
18.484,7.79,-3.17,-1.57
18.486,8.03,-5.68,-2.99
18.487,8.31,-6.27,-4.36
18.488,8.28,-4.49,-3.80
18.489,7.67,-2.86,-2.05
18.491,6.93,-1.98,-0.42
18.499,5.05,-0.94,2.15
18.500,4.36,-0.09,2.41
18.501,3.95,1.09,1.14
18.502,3.18,1.82,-1.09
18.532,0.82,3.48,-2.25
18.534,-0.40,3.93,-0.90
18.545,-1.38,4.01,-1.85
18.546,-1.87,4.30,-3.18
18.609,-2.47,5.50,-1.76
18.610,-1.95,6.07,-1.42
18.611,-2.32,7.19,-2.30
18.611,-1.25,6.92,-2.31
18.612,-0.46,7.47,-3.14
18.613,0.97,8.62,-2.98
18.722,-0.39,8.42,-2.37
18.723,-0.08,8.22,-2.42
18.724,-0.03,7.05,-2.15
18.724,1.37,6.75,-2.57
18.725,3.20,6.74,-3.10
18.726,4.07,6.60,-2.52
18.727,3.71,5.69,-1.66
18.727,2.83,4.91,-1.20
18.728,2.07,3.90,-0.96
18.729,1.35,3.21,-0.49
18.729,-0.17,2.47,0.58
18.730,-1.66,2.20,2.06
18.752,-3.42,1.97,3.69
18.753,-4.03,1.30,4.42
18.753,-4.70,-0.37,6.11
18.754,-4.37,-4.21,8.74
18.851,-3.91,-7.31,9.54
18.859,-3.95,-11.15,11.11
18.860,-3.67,-13.07,9.97
18.861,-3.50,-11.85,8.00
18.862,-4.55,-9.84,6.01
18.863,-4.54,-6.08,4.09
18.864,-3.77,-0.47,3.13
18.864,-2.96,2.34,2.77
18.865,-1.65,4.82,4.09
18.865,2.31,2.04,0.10
18.971,1.19,-6.64,-6.37
18.973,1.79,-20.86,-4.18
18.974,6.73,-26.68,-12.12
18.975,10.66,-13.32,-10.98
18.976,11.29,4.97,2.01
18.977,12.21,10.29,3.81
18.978,9.30,8.06,-1.64
18.980,1.84,5.72,-8.43
18.981,-1.18,3.73,-14.66
18.984,-0.55,1.66,-12.53
18.996,1.90,1.03,-7.10
18.997,2.63,0.68,-3.35
18.998,1.33,1.24,-3.19
19.010,-0.04,1.94,-3.13
19.033,-0.98,2.02,-2.21
19.034,-2.86,1.61,-0.67
19.035,-4.46,1.59,1.86
19.044,-5.21,1.97,5.03
19.122,-5.76,2.63,5.79
19.124,-6.04,4.06,3.97
19.124,-5.87,4.21,3.37
19.126,-4.68,3.98,2.33
19.126,-3.74,2.26,2.03
19.127,-3.86,0.80,2.01
19.127,-4.15,0.83,1.86
19.128,-3.65,1.46,1.43
19.136,-2.54,1.49,1.28
19.137,-2.62,0.44,1.78
19.226,-1.68,-0.44,2.10
19.227,-0.44,-0.72,2.16
19.228,0.07,-0.55,1.87
19.232,0.87,-0.61,1.63
19.233,1.04,-0.72,0.77
19.235,0.60,-0.10,0.81
19.237,0.25,-0.79,1.66
19.237,-0.49,-1.50,2.02
19.255,-0.64,-2.05,1.38
19.256,-0.12,-2.19,1.28
19.262,-0.56,-2.56,1.61
19.263,-1.27,-3.05,1.54
19.365,-2.57,-3.64,1.20
19.367,-3.57,-3.72,2.27
19.368,-3.88,-3.72,3.06
19.369,-3.73,-3.47,3.23
19.369,-3.42,-2.97,2.95
19.370,-3.50,-2.81,1.05
19.371,-3.90,-2.23,-0.71
19.372,-4.09,-2.06,-0.64
19.373,-3.12,-1.80,0.54
19.373,-1.20,-1.22,1.39
19.396,-0.46,-0.55,1.46
19.397,-0.16,0.00,0.11
19.470,0.33,1.21,-1.69
19.471,2.70,4.07,-2.68
19.472,3.93,4.88,-3.92
19.473,4.46,2.96,-1.59
19.473,6.65,-1.34,-1.06
19.474,6.99,-3.38,-1.37
19.475,6.18,-6.28,-3.48
19.476,4.91,-8.22,-5.30
19.479,3.90,-7.67,-5.29
19.481,3.71,-5.36,-3.88
19.506,3.87,-5.46,-0.73
19.507,4.22,-5.73,2.07
19.514,4.59,-4.45,2.80
19.515,4.68,-2.15,0.81
19.601,4.95,0.19,-0.24
19.603,2.33,2.01,1.35
19.604,0.27,2.31,-1.65
19.604,-0.45,4.08,-1.95
19.605,-0.58,4.79,-2.86
19.606,-2.00,6.13,-3.04
19.607,-1.48,6.78,-2.16
19.608,-1.13,6.98,-0.97
19.612,-0.77,7.92,-2.06
19.613,-0.10,8.63,-5.10
19.711,-1.52,8.96,-4.49
19.712,-1.03,9.51,-2.34
19.713,0.79,8.60,-3.51
19.714,2.46,8.02,-3.21
19.715,4.22,7.35,-2.75
19.716,5.13,6.57,-3.64
19.717,4.40,5.95,-2.81
19.717,3.41,4.92,-2.37
19.722,2.37,3.61,-1.91
19.723,1.44,3.06,-1.42
19.752,1.14,2.59,-0.93
19.753,1.11,2.46,-0.05
19.753,0.80,2.61,1.00
19.754,0.19,2.55,2.00
19.854,-0.97,2.20,3.15
19.855,-2.15,1.71,4.57
19.856,-3.17,1.69,5.55
19.856,-3.74,0.89,6.73
19.857,-5.12,-0.83,8.15
19.858,-6.15,-2.83,9.13
19.868,-5.79,-5.16,9.23
19.882,-4.90,-7.98,9.45
19.883,-3.80,-12.26,8.49
19.884,-3.07,-11.89,7.20
19.885,-3.33,-10.34,6.19
19.885,-4.37,-5.91,4.83
19.985,-4.25,-1.63,4.22
19.986,-1.22,1.39,4.22
19.987,6.09,0.09,-0.79
19.988,6.94,-8.18,-4.29
19.989,4.89,-21.18,-1.69
19.990,7.49,-24.98,-7.87
19.991,6.35,-16.52,-5.84
19.992,-1.98,-3.00,-6.33
19.993,1.04,4.58,-9.01
19.994,8.72,8.77,-5.42
19.996,6.61,8.84,-6.12
20.004,0.97,7.18,-8.86
20.022,-0.95,5.36,-10.15
20.023,-0.66,3.59,-10.06
20.038,0.99,3.78,-7.57
20.039,0.86,4.64,-4.25
20.118,0.13,4.81,-1.45
20.119,-0.41,3.46,1.35
20.120,-1.15,2.71,4.75
20.121,-1.92,2.12,4.98
20.121,-2.76,2.27,3.19
20.124,-2.93,3.19,3.11
20.124,-3.69,2.69,4.08
20.125,-4.39,2.21,3.71
20.240,-4.16,2.92,3.58
20.241,-3.20,2.11,2.79
20.242,-3.15,1.35,2.05
20.243,-3.86,1.56,1.57
20.246,-3.80,1.94,1.32
20.247,-3.19,1.81,0.95
20.248,-3.29,0.59,0.41
20.249,-2.03,-0.44,0.48
20.260,-2.11,-0.66,-0.21
20.260,-1.49,-0.94,0.20
20.261,-0.07,-0.73,0.25
20.261,0.61,-1.06,0.46
20.262,0.88,-1.41,1.42
20.263,1.01,-1.67,2.45
20.341,0.86,-2.76,3.11
20.342,1.15,-3.03,3.23
20.343,0.49,-2.99,2.40
20.344,-0.41,-2.73,1.60
20.344,-0.95,-2.61,0.12
20.345,-1.03,-3.57,0.90
20.346,-1.78,-3.76,1.56
20.346,-2.97,-3.71,1.38
20.353,-4.14,-3.55,1.77
20.355,-4.50,-3.06,2.43
20.389,-4.41,-2.42,2.79
20.390,-4.46,-1.93,1.51
20.470,-5.26,-2.11,0.31
20.472,-4.64,-2.41,0.17
20.473,-2.76,-2.49,0.62
20.473,-1.90,-2.17,0.93
20.474,-1.33,-2.22,0.52
20.476,-0.19,-1.55,-0.04
20.477,-0.07,-0.17,-2.03
20.478,0.55,1.67,-3.77
20.482,2.24,2.19,-3.21
20.483,4.03,3.91,-0.37
20.586,4.94,3.35,0.00
20.587,5.91,-0.55,-1.44
20.588,6.64,-3.57,-3.11
20.592,6.14,-5.73,-5.78
20.592,5.49,-5.76,-6.09
20.593,5.52,-3.93,-3.32
20.594,5.73,-3.08,-0.82
20.595,5.52,-3.19,1.16
20.596,4.82,-3.01,2.39
20.597,4.17,-2.45,1.32
20.609,4.10,-0.51,-0.64
20.610,2.44,0.32,-1.26
20.732,0.80,2.09,-0.49
20.734,-0.07,3.46,-1.51
20.734,-1.00,4.02,-1.14
20.735,-1.30,6.69,-4.86
20.736,-1.60,7.30,-2.66
20.736,-1.80,6.49,-1.96
20.737,-1.31,6.24,-1.18
20.737,-1.57,5.84,-2.07
20.738,-0.01,8.04,-4.22
20.739,0.54,7.85,-3.04
20.739,1.23,7.73,-1.87
20.740,1.89,6.83,-2.41
20.851,3.13,6.68,-1.99
20.852,3.73,6.78,-2.50
20.853,4.45,5.99,-2.37
20.854,3.61,5.66,-2.21
20.854,2.72,5.63,-2.36
20.855,2.22,5.18,-2.03
20.855,1.65,4.33,-1.14
20.856,1.40,3.51,-0.23
20.857,0.89,2.98,1.01
20.858,0.38,2.61,1.84
20.858,-0.30,2.32,2.46
20.859,-0.84,2.15,3.32
20.882,-2.09,1.48,4.58
20.883,-3.81,0.13,5.76
20.884,-5.49,-1.52,7.65
20.885,-7.30,-3.94,8.79
20.891,-7.19,-6.48,8.83
20.906,-7.22,-9.73,8.67
20.987,-5.18,-12.17,7.25
20.989,-3.39,-12.32,6.53
20.990,-2.33,-11.59,5.56
20.991,-1.70,-8.25,4.32
21.009,-0.94,-3.68,4.18
21.009,-1.28,0.37,3.84
21.010,-1.46,3.80,3.02
21.011,1.86,6.33,0.29
21.011,8.93,3.88,-2.87
21.033,7.51,-8.74,0.06
21.034,2.34,-22.77,-7.39
21.052,5.35,-27.63,-14.76
21.053,1.26,-12.42,-10.28
21.054,-0.86,-0.71,-4.39
21.104,4.55,6.88,0.01
21.106,10.77,10.63,1.46
21.107,7.06,10.43,-3.84
21.108,2.07,7.31,-8.38
21.108,-0.57,5.16,-11.09
21.109,-1.17,3.65,-8.97
21.134,0.63,2.37,-6.23
21.138,0.80,2.52,-4.15
21.138,0.64,1.64,-1.02
21.139,-0.69,-0.14,1.60
21.230,-2.40,0.16,2.12
21.231,-3.77,0.79,1.82
21.232,-4.54,1.34,3.27
21.233,-4.84,2.10,3.63
21.233,-4.21,2.96,2.85
21.234,-3.94,2.65,2.68
21.235,-4.04,2.01,3.65
21.236,-3.33,1.64,2.67
21.236,-3.05,1.07,1.73
21.237,-2.98,1.67,1.44
21.303,-2.64,2.21,1.15
21.304,-1.46,1.41,0.85
21.305,-0.80,0.89,0.97
21.306,-0.24,0.34,0.91
21.307,0.26,0.06,0.38
21.308,1.43,-0.06,0.75
21.313,1.38,0.20,0.92
21.314,0.43,-0.09,1.64
21.336,0.14,-1.19,2.24
21.337,-0.02,-1.53,2.87
21.405,-0.62,-1.54,3.05
21.416,-0.91,-1.40,2.57
21.417,-1.69,-1.91,1.75
21.417,-2.25,-2.66,1.49
21.418,-3.08,-3.21,0.74
21.419,-3.84,-3.35,1.13
21.419,-3.99,-3.59,2.86
21.420,-4.42,-4.10,3.68
21.485,-4.68,-4.19,3.34
21.486,-4.17,-3.49,2.37
21.488,-3.08,-2.98,1.73
21.489,-2.49,-2.73,0.82
21.490,-2.45,-2.66,0.11
21.491,-2.23,-2.59,-0.13
21.500,-1.30,-2.23,-0.07
21.502,-0.65,-2.08,0.18
21.623,-0.33,-1.67,0.59
21.624,-0.42,-1.34,0.39
21.624,-0.54,-0.78,-0.10
21.625,0.71,0.65,-1.28
21.626,2.33,3.13,-1.81
21.646,3.66,5.22,-1.14
21.647,3.46,3.75,-0.63
21.647,4.40,0.00,-0.01
21.648,6.37,-1.54,0.07
21.649,6.54,-3.06,-2.20
21.649,6.08,-4.47,-5.02
21.650,4.47,-4.44,-7.07
21.651,3.05,-2.57,-6.38
21.652,2.93,-2.01,-3.12
21.653,3.33,-2.88,-0.58
21.653,3.18,-4.11,1.53
21.703,3.82,-3.93,2.50
21.704,3.80,-1.81,1.25
21.705,2.61,-0.11,-1.04
21.706,1.34,2.11,-2.29
21.733,1.56,3.94,0.01
21.736,0.81,4.82,-4.22
21.737,-1.23,4.12,-2.58
21.737,-1.84,5.37,-1.93
21.801,-1.33,6.80,-1.82
21.803,-0.78,7.10,-0.99
21.803,-0.60,7.65,-0.89
21.804,-0.42,8.09,-3.45
21.805,-0.33,7.37,-2.38
21.806,-0.43,7.39,-2.78
21.813,-0.76,6.75,-1.76
21.814,0.72,6.09,-3.10
21.913,2.41,5.88,-3.47
21.917,3.32,5.65,-3.53
21.918,3.67,4.81,-2.61
21.919,3.04,4.39,-2.48
21.920,2.58,3.61,-2.29
21.920,1.93,3.06,-1.89
21.921,1.69,2.83,-0.68
21.922,1.17,2.79,0.56
21.923,0.22,2.74,2.17
21.924,-0.46,2.13,3.43
21.946,-0.63,1.96,4.62
21.946,-2.43,1.12,5.26
22.074,-4.38,-0.26,5.96
22.084,-5.09,-1.91,7.07
22.085,-4.97,-3.73,7.99
22.092,-3.65,-5.50,8.81
22.093,-3.43,-7.43,8.82
22.110,-3.09,-8.79,6.95
22.110,-3.51,-8.72,6.87
22.111,-3.44,-8.10,5.91
22.122,-2.79,-5.25,4.40
22.126,-2.37,-2.11,3.80
22.127,-2.30,0.39,2.71
22.127,-2.33,3.03,1.49
22.128,0.38,4.79,-1.63
22.128,7.92,1.59,-3.18
22.139,8.54,-11.02,1.08
22.142,2.54,-24.99,-10.06
22.143,4.98,-25.28,-15.66
22.144,3.52,-13.58,-7.59
22.145,2.54,1.66,-0.77
22.146,6.48,8.80,1.33
22.186,9.35,9.26,1.23
22.187,4.44,6.99,-6.13
22.188,0.60,4.91,-11.13
22.188,-0.17,3.57,-11.02
22.193,-0.05,1.89,-7.81
22.194,0.63,1.20,-4.83
22.222,0.16,1.33,-3.38
22.223,0.10,1.72,-1.61
22.312,-0.96,1.88,0.28
22.314,-2.80,2.35,1.94
22.315,-4.43,2.74,2.88
22.315,-5.13,2.77,3.73
22.316,-5.57,2.76,3.78
22.317,-6.02,3.54,3.93
22.318,-5.99,2.90,3.69
22.318,-5.20,1.89,3.71
22.319,-4.02,1.67,3.09
22.320,-3.99,1.03,2.42
22.425,-3.51,1.15,1.92
22.427,-2.76,1.35,1.41
22.427,-2.06,1.23,1.22
22.428,-1.05,0.93,1.32
22.430,-0.06,0.79,0.51
22.431,0.91,-0.23,0.51
22.431,1.04,0.33,-0.67
22.432,1.02,-0.15,-0.43
22.433,0.85,-1.26,0.08
22.434,0.78,-2.39,0.74
22.435,0.82,-3.16,1.73
22.435,1.57,-2.30,1.77
22.578,-4.26,-2.72,2.24
22.592,-4.52,-3.31,1.55
22.593,-3.59,-3.36,1.75
22.593,-3.28,-3.26,1.88
22.594,-3.68,-3.06,1.68
22.595,-3.85,-2.57,1.52
22.604,-4.14,-2.08,1.27
22.605,-3.97,-2.08,0.58
22.609,-3.35,-2.35,0.07
22.610,-1.76,-2.75,0.51
22.610,-0.32,-2.20,1.08
22.611,-0.38,-1.86,1.45
22.709,-1.11,-1.32,0.36
22.710,-1.07,0.17,-0.74
22.711,0.82,1.80,-1.15
22.711,3.58,4.51,-0.52
22.714,4.12,5.08,-0.71
22.715,4.55,1.75,-0.08
22.716,6.40,-1.38,-0.94
22.717,5.99,-3.40,-3.59
22.718,4.76,-5.70,-5.92
22.719,3.95,-7.28,-6.77
22.719,4.06,-5.68,-5.28
22.758,3.96,-3.95,-2.06
22.759,3.23,-3.53,1.10
22.760,3.19,-3.36,1.53
22.761,3.06,-3.76,0.86
22.761,3.43,-2.51,-0.65
22.863,3.08,-0.92,-0.79
22.864,3.73,3.07,-1.31
22.865,1.88,4.15,-2.48
22.866,0.92,4.57,-1.61
22.867,-0.54,6.50,-1.76
22.868,-0.59,7.50,-0.80
22.868,0.22,6.94,-1.20
22.869,-0.19,8.80,-2.44
22.870,1.06,10.49,-5.11
22.870,0.51,9.72,-2.33
22.956,0.43,8.68,-1.84
22.957,0.43,8.18,-2.08
22.958,1.36,7.05,-1.91
22.958,3.42,6.34,-1.45
22.959,4.74,5.55,-2.29
22.960,4.22,5.05,-2.14
22.961,3.12,4.00,-2.10
22.962,1.95,3.43,-1.92
22.962,1.01,2.76,-1.64
22.963,0.27,2.26,-0.98
22.989,0.28,2.33,-0.03
22.994,0.05,2.28,1.10
22.995,-0.43,1.95,1.89
22.995,-0.94,1.76,2.70
23.063,-1.79,1.18,3.96
23.064,-3.05,0.67,5.35
23.065,-4.41,-0.08,6.51
23.079,-6.57,-1.43,8.28
23.093,-8.74,-3.08,9.05
23.094,-8.41,-5.38,8.28
23.095,-5.51,-7.10,6.98
23.096,-3.70,-7.29,6.46
23.097,-3.69,-8.00,6.30
23.098,-4.25,-6.68,4.98
23.171,-4.60,-4.21,2.99
23.172,-3.72,-0.56,1.15
23.173,2.32,1.91,0.69
23.174,14.53,0.57,0.16
23.175,14.66,-7.73,0.13
23.176,7.74,-23.02,-4.85
23.177,5.79,-28.09,-8.71
23.178,2.04,-18.75,-5.17
23.192,0.66,-3.82,-7.14
23.195,8.32,7.19,-5.38
23.212,10.47,8.96,-2.73
23.281,5.35,5.55,-7.84
23.283,1.34,3.32,-10.67
23.284,-0.65,2.70,-11.13
23.284,0.04,1.98,-8.68
23.285,0.30,1.73,-5.02
23.286,-0.43,2.60,-2.09
23.286,-0.93,4.45,1.04
23.303,-1.69,4.67,2.62
23.304,-2.73,4.18,2.75
23.407,-3.92,3.84,2.43
23.408,-4.91,3.14,2.39
23.409,-5.78,2.82,3.14
23.410,-6.45,3.82,3.83
23.411,-8.45,4.52,3.64
23.412,-8.05,3.33,2.83
23.413,-7.95,1.17,2.22
23.414,-7.01,0.70,2.29
23.415,-6.05,0.92,2.43
23.420,-4.26,1.99,2.02
23.421,-2.68,2.05,1.18
23.422,-0.87,0.95,1.34
23.446,0.18,0.09,1.11
23.447,0.64,-0.61,0.65
23.516,1.40,-1.00,1.06
23.519,1.20,-0.49,0.41
23.521,0.96,-0.92,1.06
23.524,0.46,-0.74,1.64
23.524,0.54,-0.88,2.34
23.525,1.07,-0.33,1.41
23.526,0.65,-0.82,1.13
23.526,0.03,-1.27,1.24
23.620,-0.51,-1.70,0.52
23.626,-1.04,-2.51,1.56
23.627,-1.30,-3.41,3.36
23.628,-1.65,-3.99,3.03
23.628,-1.93,-4.56,2.34
23.629,-2.65,-4.77,1.34
23.629,-3.40,-4.44,0.26
23.630,-3.54,-3.90,0.05
23.630,-3.37,-3.35,0.63
23.631,-3.60,-2.93,1.13
23.645,-3.70,-2.69,0.41
23.656,-3.17,-2.47,0.81
23.715,-2.62,-1.99,1.43
23.716,-2.38,-0.96,1.55
23.717,-2.26,0.40,0.01
23.718,-1.08,2.50,-1.54
23.721,1.84,4.20,-2.21
23.726,4.93,5.02,-1.64
23.727,6.11,4.05,-0.32
23.727,7.04,-0.06,-1.12
23.756,7.10,-2.28,-2.74
23.757,5.34,-5.27,-6.03
23.758,3.23,-9.02,-6.22
23.763,2.33,-8.97,-6.01
23.864,3.11,-6.34,-4.81
23.865,3.65,-4.80,-1.47
23.866,4.97,-4.29,1.31
23.866,5.81,-2.76,3.75
23.867,5.60,-1.73,2.38
23.868,5.83,0.14,0.08
23.868,5.69,2.74,-1.86
23.869,3.62,4.21,-1.46
23.870,1.87,5.42,-2.68
23.870,1.24,5.97,-1.04
23.880,-0.46,7.34,-1.43
23.881,-1.53,7.29,-0.66
23.952,-2.85,7.16,0.53
23.953,-2.88,6.83,0.63
23.954,-2.51,7.13,-1.19
23.955,-1.17,7.92,-3.13
23.956,-0.92,8.56,-3.43
23.957,1.09,8.00,-3.29
23.958,2.38,7.20,-2.50
23.959,2.29,5.79,-2.76
23.979,3.37,5.24,-3.03
23.980,3.48,4.41,-2.83
24.064,3.04,3.85,-2.24
24.065,1.89,3.29,-1.98
24.066,1.30,2.88,-1.54
24.066,1.10,2.76,-0.90
24.067,0.91,2.88,0.16
24.073,0.95,3.10,1.51
24.074,0.81,2.71,2.87
24.081,-0.11,2.47,3.83
24.092,-1.08,2.56,4.28
24.093,-2.71,1.28,4.91
24.165,-4.47,-0.30,6.06
24.167,-5.52,-2.95,7.16
